id,subject,text
12897,produção de leite,"Bom  dia 
gostaria de saber imformações importantes para inicializar produção de leite 
: 
qual melhor gado ,pastagen ,estrutura,ordenha mecanica ou manual 
grato pela atenção"
12928,produção de leite em pastagens,"gostaria de saber quantos litros de leite é possível produzir à pasto com 
suplementação mineral por animal. Qual é a melhor gramínea para esta prática 
na região norte do país (Rondônia)? o tifton pode se adaptar(qual a 
composição química do mesmo)?"
12929,Índices,"pessoal da embrapa gado de leite, eu sou formado em zootecnia e estou 
fazendo um trabalho e não consegui achar os índices zootécnicos médios do 
gado de leite do Brasil, eu gostaria de saber qual a idade da vaca no 
primeiro parto, iep, taxa de concepção, taxa de prenhez, mortalidade até o 
desmame, abortos e natimortos, taxa de desfrute, e outros."
12930,PASTEJO ROTACIONAL,"Tenho uma propriedade onde exploramos café e leite, no município de Cachoeira de Minas-MG. Resido em Pouso Alegre-MG e gostaria de implantar o sistema de pastejo rotacional para as vacas de leite. Agradeceria se me enviassem qualquer material informando sobre número mínimo de divisões do pasto, para que os piquetes não fiquem sobrecarregados, como estão atualmente, e possam ter uma longevidade e capacidade maior."
12931,Leite em pó,"Eu estou fazendo um trabalho sobre leite em pó e gostaria de saber se o
senhor, se não estiver encomodando, não poderia me mandar algumas
informações de como é fabricado, os pocessos industriais etc. Qualquer
informação sera de grande ajuda."
12938,Tratar de vaca de leite,"SOLICITO INFORMAÇOES SOBRE ALIMENTAÇAO DE VACAS DE LEITE, POIS TENHO TRATADO COM CANA E PASTO. PRECISO SABER SE NAO É PREJUDICIAL, OU FAZ DIMINUIR O LEITE?"
12943,Informações sobre sistema de produção,"sempre visito o site e gosto muito das informações que obtenho 
aqui.
Adquiri em minha cidade, Conselheiro Lafaiete, a cerca de um ano, uma 
propriedade e pretendo criar lá vacas de leite. Gostaria de uma orientação 
de como eu devo desenvolver esta atividade, qual a quantidade de vacas eu 
posso manter e qual raça vocês recomendam? Minha propriedade possui 24 
hectares totalmente aproveitável, de pouca inclinação. Gostaria de 
trabalhar com sistema semi-confinado, para tal quais são as instalações 
necessárias, capacidade de silos, piquetes de capim elefante, há 
necessidade de usar canavial?, etc. Se vocês tiver alguma documentação que 
possa me orientar peço-lhes o favor de me indica-las e como e onde 
adquirí-las.

Percebo que em minha região há muita carência de informações sobre novas 
tecnologias, recentemente adquiri um vídeo curso desenvolvido por vocês 
pelo CPT sobre formação e utilização de pastagem de capim elefante em 
sistema rotativo em piquetes, sei que preciso de outros volumes, mas creio 
que mesmo assim ainda terei muitas dúvidas."
12944,silagem de cana de acucar,"gostaria de receber orientacao a respeito da silagem de cana pois tenho 
ouvido dizer que nao e um bom alimento para vacas de leite ."
12966,Cropqui de curral,"Tenho uma dúvida, no croqui  o lava-pés e pedilúvio (itens 5 e 6 do
  croqui) estão depois da sala de ordenha. Eles podem ser construidos entre
  a sala de espera e a sala de ordenha para que as vacas entrem na sala de
  ordenha com os cascos limpos, ou não há necessidade disto?
  Em caso de silos aéreos, como não é possível entrar com o trator no silo,
  como é feita a compactação do material?"
12978,consulta,"um pequeno produtor rural de Italva, interior do Rio, pretendo formar
um pequeno plantel leiteiro(para daqui a dois anos) e, como o dinheiro é
pouco, estou decidindo por comprar bezerras da raça Gir ou Guzerá para
funcionarem como matrizes, e a partir delas produzir zebu-holandeses de alto
potencial genético.
Essa é melhor estratégia ou deveria deixar para comprar daqui a dois anos
vacas Gir/Guzerá prontas?

Tendo pouca terra (meu caso), devo optar por comprar o gado F1 ou forma-lo
como citei acima?

Devo escolher pelo Gir ou pelo Guzerá? A fazenda do governo do estado, em
minha cidade, trabalha com gado Guzerá, que seria uma facilidade para mim."
12982,Projeto para leite,"peço a gentileza de fornecer contato ;  estou necessitando
desenvolver um projeto para leite.  Tenho uma propriedade em Minas , Zona da
Mata município de Astoufo Dutra com 30 alqueires e quero implantar um
projeto para leite e necessito consultoria, sendo assim solicito ajuda ."
12993,reforma de pastagens,"Tenho um pasto de braquiária ruziziensis e está muito fraco.  O terreno é de média fertilidade. Gostaria de plantar milho para silagem nesse terreno e reformar a pastagem, contudo gostaria de mudar de pastragem, mas, não sei qual a pastagem que posso colocar juntamente com o plantio do milho. Nessa pastagem foi brutamente atacada pela cigarrinha. Será que posso plantar o capim MG 5 ou MG 4, e juntamente colocar uma leguminosa. O que seria melhor?"
12997,Queda de produção,"Caros Pesquisadores, sou produtor de leite em campina Grande/PB, e estou com
um grande problema.

Eu sempre dei mandioca (raiz) as minhas vacas na proporção de 15 kgs/dia
dividido em 03 rações, acrescentando 01 Kg de concentrado por cada litro de
leite produzido.

O meu traço de ração é o seguinte:

02 sacos de soja (50 kgs cada)

06 farelo de algodão (50 kg cada)

04 farelo de milho (40 kg cada)

04 farelo de trigo (30 kg cadda)

1% de ureia pecuaria

15 kgs de Bovinucleo

1% de Bovigold

Custo dos insumos

farelo de soja (50 kgs cada)R$ 38,00

farelo de algodão (50 kg cada)R$ 25,00

farelo de milho (40 kg cada) R$ 16,00

farelo de trigo (30 kg cada) R$ 12,00

Torta de algodão (50 kg) R$ 25,00

Ocorre que há 21 dias eu deixei de dar a mandioca (raiz) aos animais, por
dois motivos: custo de R$ 0,20/Kg e dificuldade de encontrar (sazonalidade).

Foi um desastre, a produção de leite caiu 45% neste período.

Por favor o que fazer.

Eu não gostaria de voltar a fornecer a mandioca, principalmente porque o
preço está subindo rapidamente, projeto R$ 0,30/Kg dentro de 90 dias.

Preço do litro de leite aqui e de R$ 0,60/litro.

Qual fonte de energia que poderia dar para substituir a mandioca, qual a
modificação que deverei fazer."
13002,Tuberculose Bovina,"Além de isolar o gado e repetir o exame 90 dias depois, o que eu faço
com o gado que confirmar a doença?
Terei que abater o gado infectado?
Não tem cura?
O leite da vaca deverá ser desprezado?"
13003,redução de custo na pequena propriedade,Gostaria de saber algumas dicas para produzir leite a baixo custo.
13005,FORMULAÇÃO DE RAÇÃO,"Gostaria de formular ração complementar para vacas em lactação. Tenho disponível silagem de milho e massa de mandioca. Penso que há necessidade de aumento de proteína. Penso em comprar farelo de soja para misturar ao milho em grão disponível (triturado) e algum suplemento. Como poderia proceder??? Minhas vacas são mestiças com uma produção bem baixa por animal.
            O que existe de nutrientes na massa de mandioca?"
13013,URGENTE,"SOLICITACAO DE INFORMACOES
Tenho uma propriedade rural em formacao no municipio de Itabira MG, atraves 
de  inumeras pesquisas na internet, em procura da melhor graminea e leguminosas 
para  uso consorciado em futuros piquetes rotativos , para criacao de gado 
linhagem  leiteira, me interessei imensamente pelo capim MASSAI, por adaptar em 
terreno de  solo fraco, proteina bruta e  ms/hac.
So que nao tenho os dados tecnicos completo do capim Massai, solicito-vos 
junto  a EMBRAPA GADO DE LEITE, os dados tecnicos do capim Massai  quanto:
-  cultivar
- tipo de  solo
- altitude e precipitacao  anual
- resistencia quanto a : seca, frio, umidade e  sombra
- forma de  crescimento
- quantidade de dias para a sua  formacao
- resistencia a cigarrinhas e  pisoteio
- CONSORCIACAO de  leguminosas
- quantidade de sementes para plantar hectare por covas ou  linha
- entre  outras...
Favor informar tambem onde poderei comprar as sementes do capim massai, caso 
ele  vem a adaptar na minha  regiao.
Dados da regiao da  Fazenda:
Clima tropical de  altitude
Media anual 20 graus ( tem que ser resistente ao frio, e talvez a  geada
Altitude: max 1972 m , min 783  m.
Indice precipitacao anual 1.497  mm/ano
Solo  medio
Confirmar para mim se o Massai e resistente a sombra, por que assim irei  
planta-lo tambem sob  arvores..."
13016,Orientação técnica,"Acabo de comprar um sitio em Matias Barbosa (vizinho a Juiz de Fora), MG,
com 06 alqueires. Deste total 02 são de mata nativa, tenho 400 pés de
jabuticaba frutificando (alguns com problemas), varias outras frutas (jambo,
jaca, acerola, carambola, caqui, manga, goiaba, laranja, etc...) e bastante
água. Gostaria de orientação, se possível, nos seguintes itens:

A Embrapa Juiz de Fora, fornece mudas de  arvores nativas da mata atlântica
e orienta no manuseio?

E orientação sobre quais seriam as frutíferas mais adequadas para a região e
como manuseá-las?

E orientação de como iniciar uma criação de abelhas?

Sobre a poda/ manuseio das jabuticabeiras que estão secando vocês tem algum
técnico especialista no assunto que pudesse me ser indicado?"
13023,Alimentação do Gado de leite,"Gostaria de Saber a quantidade de cana e ureia que uma vaca come por dia
para dar uma boa produção de leite."
13030,Gado de leite,"sou produtor rural em
minas gerais (vacas Girolandas meio sangue, leite), gostaria de se
possível receber informações sobre a mistura de cana de açucar e
cal hidrolisada, pois as informações são muito conflitantes , quanto
ao tempo de espera depois da mistura para fornecer ao gado as vantagens
e desvantagens, se usa-se ureia ou outros ingredientes, gostaria
também de saber se, por falta de mão de obra é prejudicial deixar de
tirar o leite no período da tarde no domingo já que no resto da semana
trabalhamos com duas ordenhas, e só no domingo fazer uma ordenha pela
manhã, parabéns pelo excelente trabalho de vocês, é um orgulho
sabermos que podemos contar com uma empresa nacional do porte e da
eficiência da Embrapa em prol dos produtores rurais do Brasil,
obrigado."
13031,Silagem de capim elefante,"Ao ler uma reportagem na pagina da Embrapa, verifiquei que vocês estão
com uma pesquisa de meu interesse, esta pesquisa fala sobre a
conservação de pastos para caprinos e ovinos. A parte que é de meu
interesse é a respeito da silagem de napie (capim elefante). Gostaria de
saber a possibilidade de silar o capim elefante em um compartimento
hermeticamente fechado, de aproximadamente 18m3, com entrada superior e
saída inferior, qual aditivo devo usar, e o processo.

O meu objetivo e alimentar 150 cabras em regime de confinamento para
produção leiteira com silagem de capim elefante e feno de tanzânia.

Hoje os animais são criados em sistema de confinamento com o mesmo
capim, sendo fornecido em natura mas suplemento alimentar (sal mineral +
concentrada)

A Embrapa tem algum material para venda que fala sobre este assunto e
qual a sua opinião?"
13032,gado de leite,"sou produtor rural em
minas gerais (vacas Girolandas meio sangue, leite), gostaria de se
possível receber informações sobre a mistura de cana de açucar e
cal hidrolisada, pois as informações são muito conflitantes , quanto
ao tempo de espera depois da mistura para fornecer ao gado as vantagens
e desvantagens, se usa-se ureia ou outros ingredientes, gostaria
também de saber se, por falta de mão de obra é prejudicial deixar de
tirar o leite no período da tarde no domingo já que no resto da semana
trabalhamos com duas ordenhas, e só no domingo fazer uma ordenha pela
manhã, parabéns pelo excelente trabalho de vocês, é um orgulho
sabermos que podemos contar com uma empresa nacional do porte e da
eficiência da Embrapa em prol dos produtores rurais do Brasil"
13038,Abrigo para bezerros,"Gostaria de obter informações sobre abrigo para terneiras de baixo custo. Sou produtor de leite, e crio animais da raça holandesa e jersey."
13044,Alimentaçao para vacas,"Bom dia pessoal,

Estou com serios problemas , principalmente com a falta de pasto, possuo 20 vacas em lactaçao, sendo que a produçao delas girava em torno de 15 ltrs. ( uma ordenha ), e agora nao ultrapassa 5 ltrs. tenho certeza que é a falta de pasto. Tenho disponivel aqui na minha regiao: polpa citrica, bagaço de cana ( hidrolizado ou nao ), milho em grão, soja, farelos de arroz , trigo e algodão e tb sorgo em grão. Como posso ajudar as minhas vacas com que posso dispor? Lembrar que meus pastos estao em estado precário.
Estou muito confuso, pois alguns zootecnistas da região falam que não posso da bagaço para vacas de leite, que eu deveria dar apenas milho, soja, sorgo e um núcleo p/a vacas de leite, mas como vou substituir o volumoso? Pasto?

Obrigado pela atenção."
13045,FORRAGEIRA,"Estou introduzindo novilhas jersey para
melhorar o plantel,
que basicamente são de vacas mestiças. Com relação à silagem: a de capim
elefante+10% de
rolão de milho pode substituir a silagem de milho?
Qual a quantidade diária recomendada para gado jersey para obter 10
litros/dia de leite?"
13046,Capim-elefante,"Poderiam nos informar qual ou quais as diferenças entre as variedades de 
capim-elefante cameroon roxo, cameroon e roxo.. Ou  capim elefante roxo e o 
capim elefante cameroon são iguais, diferindo apenas na cor."
13050,,"QUAL É O PRIMEIRO PASSO PARA COMEÇAR UMA CRIAÇÃO DE VACA LEITERAS NO 
NORDESTE DA BAHIA?"
13052,,"Depois que coloquei um tanque de expansão no sítio, no município de Bofete, o problema da acidez do leite persiste. Foi feita a análise das vacas do CMT, teste da caneca telada e não foi encontrado problema algum.
No entanto, o veterinário  levantou as seguintes prováveis causas da acidez:

a)	alimentação (cana e silagem de milho): estariam contribuindo para o problema;
b)	retenção de placenta (vacas com histórico de contenção não podem enviar o leite para o laticínio)
c)	vacas no cio não podem enviar leite;
d)	vacas com mais de 6 meses de lactação também não (mas em média o período de lactação ideal recomendado por vocês não é de 10 meses?!)
e)	vacas recém-paridas, somente podem enviar leite após um  mês (o que sobrará então??!!)

Haveria algum problema nesse tipo de criação?? No nosso sítio fazemos assim há 25 anos!!!
Só agora apareceria esse problema??!! Gostaria de saber se esses pontos acima levantados pelo laticínio são realmente verídicos... Enquanto isso, diante da recusa do laticínio em receber o leite, continuo jogando 450 litros diário de leite pelo ralo!!!
Há laboratórios que poderiam fazer a análise?"
13065,,"existe outro método que não a fenação tradicional
    para a conservação da alfafa? Ela pode ser ensilada?"
13066,,adquirimos uma maquina para corte de aveia. gostaríamos de receber informações sobre silagem de aveia.
13079,Ensilagem de cana de açúcar,"Para atender produtores que procuraram , solicito informações sobre a
ensilagem de cana de açúcar (Vantagens e desvantagens ) e se vcs recomendam."
13080,Duvidas gado de leite,"Bom dia, sou produtor rural em
minas gerais (vacas Girolandas meio sangue, leite), gostaria de se
possível receber informações sobre a mistura de cana de açucar e
cal hidrolisada, pois as informações são muito conflitantes , quanto
ao tempo de espera depois da mistura para fornecer ao gado as vantagens
e desvantagens, se usa-se ureia ou outros ingredientes, gostaria
também de saber se, por falta de mão de obra é prejudicial deixar de
tirar o leite no período da tarde no domingo já que no resto da semana
trabalhamos com duas ordenhas, e só no domingo fazer uma ordenha pela
manhã, parabéns pelo excelente trabalho de vocês, é um orgulho
sabermos que podemos contar com uma empresa nacional do porte e da
eficiência da Embrapa em prol dos produtores rurais do Brasil,
obrigado."
13087,,"Gostaria de saber o seguinte:

1)Tenho um vaca com 289 dias de lactação, com produção total de 3644 Litros nesse período. Como calcular a produção equivalente a 305 dias?

2)Tenho um vaca com 329 dias de lactação, com produção total de 3994 Litros nesse período. Como calcular a produção equivalente a 305 dias?

3) Para que serve essa produção equivalente a 305 dias?

4)Qual a analise que é feita em cima dessa produção equivalente a 305 dias? Quais informações pode-se retirar atraves da comparação da produção equivalente a 305 dias de duas vacas distintas?"
13089,Uso da uréia na alimentação animal,"Sou muito grato pela atenção por me responder alguns e-mails anteriores. No momento estou precisando de uma informação á respeito do uso de uréia na alimentação de vacas leiteira.
Tenho um rebanho de holandesas, e venho tratando com silagem de milho. Acontece que não consegui produzir uma nova silagem neste inverno, devido ao mal tempo, pois moro em Dourados (M.S) e fomos atingidos pela seca no inicio do ano e pela geada na semana passada. 
Não terei como alimentar meu rebanho até a colheita do milho de verão. 
Gostaria de alguma informação sobre como aproveitar a cana da melhor maneira possível, já que 80% do meu gado está em lactação.
Tenho algumas dúvidas:
1- Devo misturar a silagem de milho com cana ?
2- Qual é a proporção adequada para não comprometer muito a minha produção?
3- Devo adicional uréia à cana + silagem de milho ? Quanto e como ?
4- Qual a quantidade máxima de uréia que uma vaca pode ingerir por dia ?
5- E quanto ao período de adaptação ?"
13091,Uso da uréia na alimentação animal,"Para evitar que os funcionários confundam os produtos, eu posso deixar num tanque a solução de uréia + sulfato de amônio pronta ?  Com isso eles apenas pegariam os 3 litros e regariam os 100 quilos de cana picada."
13117,amendoim forrageiro,"eu gostaria de saber como eu consigo sementes de amendoim forrageiro, se é gratuito ou pago qual o valor, não seria muito e sim para 1 alqueire."
13129,Leptospirose,"Em um rebanho de aproximadamente 240 matrizes neloradas e parte delas
mestiça Holandês/Zebu, percebemos aumento no índice de aborto nos dois
últimos anos. Anteriormente este índice era inferior a 2%, hoje fica entre 5
e 6%.
Fizemos exames de brucelose e leptospirose em 24 fêmeas (vacas), inclusive
em duas que haviam abortado.
os resultados foram os seguintes:
- Exame de Brucelose CART TEST-AAT: Todas as vacas deram resultado negativo.
- Exame micro aglutinação rápida para diagnóstico de LEPTOSPIROSE deram os
seguintes resultados:
Wolffi- dois animais ++
Hardjo - seis animais ++
Hardjo CTG - doze animais ++
m. negrita - dois animais ++

Diante deste quadro quais as medidas profiláticas que devo definir para este
rebanho?
Devo vaciná-lo contra a Leptospirose?
É preciso identificar os animais portadores da leptospira para depois
vacinar os animais sadios ou posso vacinar todo o rebanho?
Gostaria de receber as sugestões de um especialista no assunto."
13131,,"Da raça Gir e Guzerá leiteiro, Gostaria de saber qual a mais rustica??"
13139,Utilização de cana e uréia para vacas de leite,"Solicito por gentileza informar a % de uréia a ser utilizada com cana de
açucar.
Saliento que venho utilizando ração concentrada que contem 2 % de uréia +
sulfato de amônia(fórmula recomendada pela Embrapa Gado de Corte).
Gostaria também de saber qual a dosagem segura que cada animal pode
ingerir de uréia.
Desde já agradeço"
13143,Feijão para ruminantes,"Tenho Interesse em saber se exite a possibilidade de
alimentar bovinos com feijão, pois tenho feijão mas de
má qualidade para o consumo humano por isso minha
pergunta."
13149,AJUDA EM ELABORAÇÃO DE UM PROJETO,"Venho através deste, solicitar ajuda nesta renomada Empresa na criação
de um projeto agropecuário conforme dados abaixo:

- O projeto é a criação de 12 vacas leiteiras criadas em sistema de
confinamento semi-fechado no agreste de Pernambuco.

Desde já, agradeço antecipadamente a vossa costumeira ajuda dos
senhores."
13154,,Li uma reportagem na Balde Branco onde se fala de um modelo econômico de casinha para bezerro utilizando materiais encontrados na própria fazenda. Vocês poderiam fornecer a descrição deste projeto? Como posso ter acesso a esta informação?
13165,capim elefante,"gostaria de receber informações técnicas sobre plantio de capim elefante para pastoreio rotativo. Estou começendo na atividade e quero poder contar com todas as informações possíveis para seguir bem na atividade. sou técnico em leite e derivados, formado na epamig, Cândido Tpstes, mas sempre preferi a área de produção de leite. Espero poder contar com a ajuda de vocês."
13175,,Gostaria de receber informações sobre a utilização da Cevada na alimentação do gado de leite.
13185,consulta,"vou plantar um pasto de brachiara  de matraca, devo plantar na cinza? a 
terra é de ótima qualidade é no pé da serra, quantos quilos por alqueire? 
devo misturar mombaça?
devo plantar no inicio das chuvas em outubro ou mais no meio das águas moro 
no Mato Grosso, região de Cáceres."
13187,GAdo de leite,"AO elaborar ração para vaca de leiteiro, o farelo de soja e a semente de
algodão poderiam ser substituidos por qual tipo de concentrado?"
13193,Tempo em Lactação,"Possuo rebanho leiteiro com grau de sangue variando de 3/4 a 15/16.A alimentação é baseada em concentrados comerciais e silagem de sorgo.Era de se esperar para este rebanho 300 dias em lactação,no entanto,a minha média não ultrapassa os 200 dias.Com isto, a minha produção está aquem do que poderia ser.Pergunto se vs dispõem de orientação que permitisse reverter este problema ou mesmo se existe algum trabalho de pesquiza envolvendo este tema que pudesse ser disponibilizado."
13216,Duvida,"Boa Tarde, 
 
Sou pequeno produto de leite(extensivo, pastagem) e estou plantando uma nova área e gostaria de saber oque os senhores indicariam para o plantio, tenho a possibilidade de utilizar o B. decumbes ou Brizantha.
 
Região Nordeste, Estado de Alagoas (Transição Zona da Mata para Agreste)
 
Grato pela Atenção"
13220,SILAGEM DE MILHO OU CANA + URÉIA,"GOSTARIA DE OBTER INFORMAÇÕES COM RELAÇÃO AS OPÇÕES DE ALIMENTAÇÃO DE INVERNO PARA GADO MESTIÇO DE LEITE. ATUALMENTE FORNEÇO SILAGEM DE MILHO, MAS CREIO QUE PELA PRODUTIVIDADE POR ANIMAL, ESTA É UMA OPÇÃO MUITO CARA. AS VACAS PRODUZEM ABAIXO DE 8 LITROS POR ANIMAL.
            SE POSSÍVEL, GOSTARIA DE RECEBER INFORMAÇÕES SOBRE GASTOS PARA IMPLANTAÇÃO DA ÁREA DE CANA-DE-AÇÚCAR E TALVEZ ALGUNS COMPARATIVOS.
            RECEBI UMA FAZENDA DE HERANÇA PARA ADMINISTRAR E COMO ESTAVA OS PREJUÍZOS ERAM FREQÜENTES."
13228,BRUCELOSE,"Prezados Senhores,

Gostaria de saber se um animal POSITIVO de brucelose que lambe sal no mesmo cochô que outros transmitirá a doença ?

Também se o contato com a urina desse animal  transmitirá a doença a outros animais ?"
13237,Alimentação de gado de leite Senhor do Bonfim/BA,"Gostaria de requisitar dos amigos da EMBRAPA informações sobre
alimentação de bovinos de leite.
Estou em Sr. do Bonfim/BA e tenho um rebanho girolando que vai em regime
de pasto(12 a 15kgs de leite)Utilizo uma ração mas gostaria de saber
se está correta ou se devo mudar!"
13255,Manejo de Vacas,"Gostaria de conhecer melhor as técnicas do manejo de vacas secas e em produção de leite para o ""sistema intensivo de produção de leite a pasto""."
13256,pasto irrigado,"Para uma pastagem irrigada, qual o capim mais indicado para a regiao de cerrado, objetivando uma patagem rica em proteina, que se desenvolve no inverno, e é apreciada pelo gado.Para uma area de 2.5ha irrigada.
Qual a capacidade de lotacao e, a quantidade de piquetes?"
13272,hemartria,"solicito informações sobre o capim hemarthria altissima. A Embrapa 
teria disponibilidade de mudas para nos fornecer?  será que ele 
resiste a algamentos de 3 a 4 semanas sob água a 1 metro de altura?"
13288,Projeto Gado Leiteiro,"Carissimo,

estou montando uma propriedade para producao de leite. Dei uma estudada em um material desenvolvido pelo Sr. junto a EMBRAPA Gado de Leite e fiquei muito interessado. Gostaria de saber se o Sr tem algum projeto de implantacao/desenvolvimento sobre o assunto. E se possivel gostaria de ter uma assessoria. Caso nao seja possivel, pelo menos me mande algum projeto para que eu possa segui-lo. Vou comecar do zero, desde formacao de pastagens, ate contrucoes e aquisicao de matrizes."
13292,Ordenha,"Ordenho cerca de 150 vacas da raça holandesa por dia, 2 vezes ao dia, com um
intervalo de 12 horas. Gostaria de saber qual a diferença aceitável entre a
medição das ordenhas da manhã e da tarde?"
13293,Criador de Gado de Leite,"Sou criador de gado holandes. Estou começando na pecuária leiteira.
Tenho várias dúvidas e preciso de uma força, pois estou quase desanimando.
Tenho 20 cabeças. Minha média diária está entre 12 e 13 quilos/cabeça.

1º Qual procedimento devo adotar no trato. Disponho de pastagem de grama 
estrela africana, silagem de milho e anapie triturado, além da ração no 
cocho. preciso alcançar a média de 30 kl/cabeça se quizer continuar.

2º Faço queijos com o leite. Será que posso fazer algum curso para me 
especializar através do Embrapa?

3º Preciso fabricar minha própria ração. Vcs têm os ingredientes? E onde 
posso conseguí-los?"
13298,Verrugas na Criação de Gado,"Gostaria de saber sobre essas verrugas (figueiras) que aparecem em todo o 
corpo do animal, se tem cura? se a carne pode ser consumida? quais as formas 
de transmissão? se é genético? se algumas raças se predispoem a 
contaminação."
13304,criaçao de gado de leite,"tenho oito hectare e gostaria de criar gado de leite oque eu faço, ate quantas vacas e gostaria que me enviassem um projeto"
13308,instalações de pequeno porte para gado de leite confinado,"Vou iniciar produção de leite em pequena escala (10 animais em lactação) estou necessitando de modelo prático e econômico de curral em sistema de confinamento: cochos para ração, água,mineral e ordenha manual."
13314,Infeccoes,Gostaria de saber qual o melhor tratamento para infeccao intra-uterina.
13335,Plantio Capim Elefante.,"Tenho pequena propriedade no Mun. Cachoeiras de Macacu - RJ e estou formando
piquetes de capim elefante para pastejo direto e gostaria de saber alguns
detalhes sobre plantio, se houverem.
O motivo:
após o plantio de pasto de elefante em área de morro, em sulcos em nivel
e com aplicação de superfosfato simples nas covas, pude observar que a brotação
do capim plantado falha em 20 a 30% das varas plantadas, porém, cavando
nos sulcos pude observar que boa parte das mudas que não brotaram chegaram
a enraizar antes de morrerem.
O Pedido:
Gostaria de saber quais as causas mais prováveis e se tenho como melhorar
ainda mais o índice de eficiência do plantio, com informações em detalhe
sobre profundidade dos sulcos, tamanho de corte das varas plantadas, melhor
condição de plantio, idade das mudas e quaisquer outras ""dicas"" que me permitam
melhorar o aproveitamento."
13336,Fórmula de ração,"tenho um cliente que possui uma fábrica de macarrão e biscoitos, havendo
bastante resíduos desses produtos que são vendidos a preço bastante baixo.
Posso  fornecer tais subprodutos a vacas de leite ?"
13340,sistema ordenha gado confinado:,"senhores:é possivel trabalhar com
um plantel total de 80 femeas confinadas
em uma area de 15 hactares?"
13348,Alimentação.,"Gostaria de receber orientação no sentido de alimentar 06 vacas de
leite.
Quanto de capim ou cana (triturados) devo oferecer ao dia para cada
animal e qual a quantidade proporcional dos produtos mencionados abaixo,
devo acrecentar ao capim ou a cana.
-farelo de soja.
-farelo de trigo.
-milho triturado.
No agurado de uma orienteção. Agradeço,
Atenciosamente,"
13350,Pastejo Rotativo,"Boa tarde, a pouco tempo eu adquiri, atraves do CPT, uma fita de video,
coordenada por voce, sobre pastejo rotativo em capim elefante, eu achei
muito interessante e gostaria de parabenizá-lo pelo seu trabalho, a bem
tempo eu vinha procurando informações sobre este assunto. Eu pretendo criar
gado de leite em uma propriedade em Conselheiro Lafaiete e pretendo utilizar
esta forma de pastejo.
Inicialmente eu vou começar é recriando bezerros e gostaria de saber de
voce se eu posso aumentar o periodo de descanço do piquete para 40/45 dias,
mesmo sabendo que perderei em proteina,  e assim obter uma maior produção de
forragem e consequentemente um aumento de lotação da área?
Caso seja possivel manejar o piquete desta forma e em  condições
satisfatorias para o desenvolvimento do capim elefante (fertilidade do solo
ideal) qual será a produção de massa verde, por hectare,  conseguida com
este  intervalo de descanço maior, em relação ao modelo aconselhado no
video-curso de 30 dias de descanço?
Outra informação, eu posso consorciar o capim elefante com alguma
leguminosa, como a soja perene ou mucuna preta para pastejo e, ou,
ensilagem?
Agradeço antecipadamente e tambem agradeço pelo trabalho que voces ai da"
13355,Alimentação.,"Gostaria de receber orientação no sentido de alimentar 06 vacas de
leite.
Quanto de capim ou cana (triturados) devo oferecer ao dia para cada
animal e qual a quantidade proporcional dos produtos mencionados abaixo,
devo acrecentar ao capim ou a cana.
-farelo de soja.
-farelo de trigo.
-milho triturado.
No agurado de uma orienteção. Agradeço,"
13356,Problemas com teste de alizarol,"Possuo 10 vacas em lactação e a alimentação é feita com pastejos diversos (braquiária, setária, braquiarão, napier) durante o dia e cana pura à noite. Há uma semana o leite está sendo descartado por apresentar grumos no teste do alizarol, realizei o CMT na ordenha da manhã e da tarde e nenhuma vaca deu positivo, aquelas em que considerei uma alteração mínima eu separei o leite, mesmo assim todo o leite foi descartado: o gelado da tarde e o quente da ordenha da manhã, o das vacas negativas e o das vacas suspeitas. Separei o leite de cada vaca em um balde e todas deram positivo no alizarol. Hoje o responsável pelo laticínio me comunicou que o teste Dornic no laboratório acusou o leite como básico e não ácido e disse que alizarol não diferencia graus altos ou baixos, apenas alterações fora dos padrões normais. O que pode causar isso? Todo ano eu forneço cana na seca, mas com uréia, este ano estou fornecendo apenas cana, pode ser isto? Não acredito em mastite pois nenhuma das vacas apresentou sinais clínicos. O ordenhador apresentava feridas nas mãos mas agora elas estão sendo tratadas e ele está desinfetando as mãos. Já faz uma semana que toda a minha produção é descartada, por favor preciso de orientações de como proceder pois há 20 anos produzo leite e nunca houve descartes deste tipo."
13357,cana+uréia para gado de leite,"No livro nutrição animal de Andriguetto e outros os autores,  recomendam  que a uréia pode substituir até 1/3 da proteína total  ingerida pelo animal, e sugerem uma administração diária na média de 60g por cabeça/dia. Mas divesos folhetos recomendam 10% de uréia na cana. Desta forma se um animal ingerir 15 kg de cana, estará ingerindo 150g de uréia! Qual o procedimento que devo adotar?"
13363,Insiminação Artificial,Informações  sobre insiminação de gado leiteiro e  endereços  de bancos de semem.
13364,Instalações para Bovinocultura de Leite,"Gostaria de receber informações de curra de espera, sala de ordenha, pos-ordenhae sala para o leite. Possuo uma ordenhadeira ao pé e na sala de ordenha gostaria no máximo 4 animais. Agradeço se puderam detalhar as informações."
