id,text
9119,"VARIEDADE DE CANA


	SOBRE VARIEDADES DE CANA PARA BOVINOS

	Onde arranjar muda de cana ou saber a variedade que mais se adapta na região ?
	Na primeira usina de açúcar ou de álcool mais próxima de sua cidade ou região. Como plantam áreas extensas, normalmente as usinas fazem ensaios de avaliação de cultivares, etc. e produzem mudas.

	E COMO PLANTAR A CANA ?

	Também recomendamos conseguir informações sobre espaçamento, época de plantio, adubação e tratos culturais nas usinas de açúcar/álcool mais próximas da sua região.
	Quantas variedades de cana devo plantar ?
	O produtor precisa plantar pelo menos duas variedades (tipos diferentes) de cana.
	Uma de maturação precoce, que permite colheita cedo, em maio e junho no Centro-Sul do Brasil. Deve ser 25 a 30% da área.
	Outra cultivar ou variedade de maturação média a tardia, que vai permitir colheita de julho até outubro/novembro no Centro-Sul do País.

	QUAIS AS PRINCIPAIS CARACTERÍSTICAS QUE A CANA DEVE APRESENTAR PARA SER UTILIZADA NA ALIMENTAÇÃO ANIMAL ?
	
1) Ser altamente produtiva.
	2) Ser doce, com alto teor de sacarose.
	3) Ser macia, com baixo teor de fibras.
	4) Apresentar boa brotação da soca.
	5) Apresentar boa resistência as principais doenças e pragas.
	6) Ser rústica.
	7) Ser resistente a acamamento /tombamento.
	8) Apresentar P.U.I. longo. Significa que a cana apresenta um período de utilização longo, podendo ser cortada por 3 a 5 meses sem cair a qualidade.
	9) Despalhar facilmente.
	10) Perfilhar bastante.
          11) Não florescer, e se possível,  despalhar facilmente. 
	O produtor também precisa fazer a sua parte, adubando corretamente, plantando na época certa, providenciando tratos culturais adequados, etc."
9134,"ANVISA aprova primeiro produto de combate aos carrapatos transmissores da Febre Maculosa no ambiente
Doença com alta taxa de mortalidade ; Regiões Metropolitanas do Rio de Janeiro, Espírito Santo, São Paulo e Minas Gerais sofrem surtos endêmicos

A Agência Nacional de Vigilância Sanitária (ANVISA) aprovou o primeiro produto capaz de controlar os carrapatos responsáveis pela transmissão da Febre Maculosa. Produzido pela Syngenta, o Demand 10 CS exterminou 95% dos transmissores da doença em um teste de campo feito por pesquisadores da ESALQ/USP. Com sintomas iniciais similares aos de uma gripe, se não tratada, a doença pode levar ao óbito. De origem rural, nos últimos anos a doença tem se alastrado para as regiões metropolitanas de grandes cidades.
Surtos endêmicos de Febre Maculosa causaram mortes em Minas Gerais, Espírito Santo, Rio de Janeiro e na Região Metropolitana de São Paulo, nos últimos anos. Animais e pessoas são geralmente contaminados em ambiente externo, ao caminhar por mato alto, folhagens ou pelo contato com animais infectados, principalmente cães, em ambiente urbano. 

O Demand 10 CS é o único produto aprovado oficialmente para aplicação em ambiente externo, e, por isso, age como preventivo à contaminação de pessoas e animais, pois ele atua diretamente nos locais onde proliferam os vetores da Febre Maculosa. 
Testado num campo infestado por carrapatos contaminados pela presença da bactéria causadora da Febre Maculosa, Demand 10 CS eliminou 95% dos vetores da doença. O trabalho, conduzido em 2005 pelo pesquisador Carlos Alberto Pérez, da Escola Superior de Agricultura Luiz de Queiroz - ESALQ/USP mostrou ainda que o efeito residual do produto garante proteção por até 27 dias após a aplicação. Sem a utilização do produto, cada fêmea de carrapato infectada pode gerar até 16 mil novos carrapatos aptos a transmitir a doença. 

O Demand 10 CS também é registrado para o controle de escorpiões, aranhas, moscas, mosquitos, formigas e baratas."
9147,"Infelizmente não tem uma alternativa mais barata. Com a instalação do sombrite, o qual é mais barato que a telha e funciona muito bem como conforto e sombra para os aniamais, fica muito difícil não ter lama onde os animais ficarão, pois eles defecam e urinam muito, assim formam barro, atoleiro. 
    O piso sendo de terra o que poderia ajudar, um pouco, é fazer uma boa limpeza (raspagem) do piso sempre que os aniamais saírem do local."
9148,"Nesses casos só um médico veterinário pode ter a resposta, pois faria uma necrópsia para ver a causa da morte. Talvez não seja só o problema nos cascos. Entretanto, entre tantas doenças uma pode ter contribuído e muito para morte do seu animal, a febre do leite."
9163,"Instalações e conforto dos animais
È preciso planejar bem as instalações visando otimizar o conforto dos animais. Usar galpões com pé direito alto (acima de 3,5 m), caimento do telhado compatível com o clima da região (nas regiões mais quentes adotar telhado com maior inclinação (30 a 34%) para forçar um maior fluxo de ar,  e uso de aberturas no telhado (Lanterrnin) para facilitar o fluxo de ar. Locar corretamente os galpões conforme a direção do sol e dos ventos dominantes na região. Usar cocho largos ou calçada de alimentação, sem uso de canzil ( pode-se usar canzil inclinado), com 70 cm linear de cocho por animal adulto. Prover água potável, limpa, fresca e abundante aos animais. Observar um declive de 1,5 % no piso para facilitar a drenagem da água e da urina. Planejar sistema de limpeza dos galpões com água os equipamento apropriado. Adotar o sistema de uma baia por vaca para evitar qualquer estresse. Se for necessário é preciso utilizar sistema de ventilação e de aspersão de água para dar mais conforto aos animais, principalmente nas regiões mais quentes, mas é preciso observar bem a umidade relativa do ar.
Se for possível, fazer piquetes anexos aos galpões onde os animais possam andar e descansar. 

       Tudo vai depender do sistema de criação, pois existem vários tipos de cama, como por exemplo, areia, sepilho de madeira, capim seco, borracha e outros e várias medidas, a qual depende do tamanho dos aniamis. O produtor é quem vai fazer as contas e ver o custo/benefício da cama a ser utilizada, não podendo esquecer do conforto animal e da higiene do ambiente, sem umidade ou sujeiras. Uma boa medida da área de cama por animal é de : 1,20 x 2,20."
9165,"Em atenção à sua consulta sobre manejo de esterco, as seguintes considerações devem ser feitas: 
O esterco produzido pelos bovinos, em vários tipos de instalações, varia em conteúdo de umidade, dependendo do tipo de alimentação e do tipo e quantidade de cama utilizada para os animais. O esterco pode ser classificado de acordo com três consistências: sólido (16% ou mais de sólidos totais, ST), semi-sólido (12 a 16% de ST), e líquido (12% ou menos de ST). 
O manejo do esterco pode ser conduzido de várias formas de acordo com a conveniência e o tipo de sistema de produção a ser adotado, tais como:
""	Convencional ou manejo de esterco na forma sólida. 
""	Manejo de esterco líquido. 
""	Manejo de esterco semi-sólido ou misto. 
""	Manejo em lagoas de estabilização (aeradas, aeróbias, anaeróbias e facultativas). 
""	Compostagem. 
""	Combinações dos sistemas descritos acima. 
Cada um desses sistemas é dividido em cinco fases principais: 1) coleta, 2) armazenamento, 3) processamento ou tratamento, 4) transporte, e 5) utilização.
Manejo do esterco sólido (convencional): o esterco seco é raspado manual ou mecanicamente com auxílio de raspadores acoplados em trator, para sua coleta e transporte. Neste manejo, para facilitar a raspagem, deve-se evitar ao máximo o excesso de água. O esterco retirado diariamente pode ter o seguinte destino: a) ser distribuído em locais cobertos ou não para escoamento do excesso de umidade para depois ser distribuído nas áreas de cultura (distribuidores de esterco seco ou distribuição manual); b) ser levado para esterqueira ou para compostagem; e c) ser distribuído diretamente nas áreas de cultura. Normalmente, não se faz nenhum tipo de processamento ou tratamento prévio do esterco antes de sua utilização como fertilizante. Mesmo adotando-se o manejo de esterco sólido, torna-se necessário a lavagem periódica dos pisos das instalações com jatos de água sob pressão (maior pressão e menor volume de água). O chorume ou água de limpeza resultante desse processo deve ser depositado em um tanque de esterco líquido ou chorumeira e, posteriormente, utilizado para fertirrigação de áreas de cultura.
Manejo de esterco líquido: neste sistema há necessidade da construção de tanques para coleta, tratamento e homogeneização do esterco líquido proveniente da limpeza das instalações. Os dejetos e os resíduos da alimentação são diluídos em água na proporção de 1:1 ou menos, de modo que a concentração de ST seja menor ou igual a 12% para que sejam utilizados sistemas de irrigação com equipamentos especiais. Entretanto, uma diluição do esterco com ST menor ou igual a 5% facilita a irrigação. Na maioria dos sistemas da Flórida - USA, por exemplo, o conteúdo de sólidos é inferior a 2%. A capacidade de armazenagem dos tanques é função do sistema de tratamento adotado, tamanho do rebanho, sistema de confinamento, diluição dos dejetos, tempo de detenção hidráulica nos reatores biológicos (digestão aeróbia ou anaeróbia), tipo de solo e culturas a serem irrigadas, manejo adotado para o sistema de irrigação (fertirrigação) e quantidade de chuva que o sistema pode suportar. As principais vantagens significativas deste sistema são: a) baixa utilização de mão-de-obra; b) liberação de máquinas e equipamentos caros, como trator e implementos para outras atividades; c) pequenas perdas de nutrientes quando as irrigações são freqüentes; c) economia de fertilizantes e corretivos convencionais; d) conservação e melhoramento da fertilidade do solo; e) possibilidade de reciclagem do esterco líquido tratado para limpeza hidráulica dos galpões de confinamento tipo baias livres (""free-stall"") ou coletivas (""loose housing""); f) economia de água, energia e mão-de-obra, com expressivo ganho econômico e ambiental.
Manejo de esterco semi-sólido (misto): trata-se de um sistema de limpeza em que a mistura dos dejetos com água seja apenas o suficiente para facilitar remoção do esterco."
9168,"O mais recomendado seria uma capina química, pois assim eliminaria o capim Brachiária, sendo que o capim Elefante requer um solo mais ""rico"". Então seria necessário também uma análise de solo para verificar a qualidade deste solo, pois a Brachiaria se adapta muito bem em solos mais ""pobres""."
9180,"A Papilomatose, Verrugose ou Figueira é uma doença provocada por vírus. A transmissão da doença se dá por contato entre animais doentes ou com objetos contaminados. No mercado já existem alguns produtos para o tratamento, uns injetáveis e outros de uso tópico. 
Outra forma de curar a doença era através de autovacina, mas isto foi proibido recentemente pelo MAPA. 

	A Embrapa Gado de Leite desenvolveu um produto específico para tratamento da papilomatose, trata-se da Papilomax®, pomada para uso tópico. Até o momento tem funcionado muito bem. A Embrapa Gado de Leite  tem patente do produto, mas não pode fabricar o produto comercialmente. Havia um laboratório produzindo tal medicamento, mas o contrato venceu e não foi renovado. No momento, não há nenhum laboratório produzindo a Papilomax, estando em fase de procura de um novo laboratório para produzir comercialmente a Papilomax.

	Como a doença é provocada por vírus e a transmissão se dá por contato, a primeira coisa a se fazer é isolar os animais doentes em um piquete separado, até eles ficarem curados.
	Importante: como a Papilomax® funciona muito bem, o melhor jeito é aprender a conhecer os sintomas iniciais das verrugas e usar a Papilomax® o mais rápido possível para evitar agravamento da doença e a sua disseminação.
           Em caso de verrugas nas tetas o melhor é secar a vaca, ou só fazer o tratamento depois que a vaca estivar seca.

         Observação muito importante.
Em todos os casos de doenças de animais sugerimos consultar um Médico-veterinário aí na região. Ele deverá examinar o animal doente, fazer o diagnóstico, receitar o tratamento, indicar a dosagem e o modo de usar os medicamentos etc. Ao usar qualquer medicamento é  muito importante ler atentamente a bula, o modo de aplicação, as indicações do fabricante etc."
9184,"Primeiramente, antes de plantar qualquer cultura deve-se fazer uma análise do solo para verificar a qualidade deste solo, pois está há muito tempo sem qualquer cultura. Pode-se plantar Brachiaria e milho simultâneos, Cynodon e milho, enfim existem algumas combinações de gramíneas e milho, a qual dependerá somente no que se deseja manejar nesta área."
9196,"Existem diversas variedades de capins já adaptadas e boas para todas as regiões do nosso país. Entretanto, para se plantar qualquer variedade de capim, o primeiro passo é fazer uma análise do solo para averiguar as características desse solo e assim escolher a variedade apropriada. 

         Sugerimos procurar ajuda com o pessoal da EMATER em sua região."
9203,"Normalmente, se usa espaço menor, pois os animais devem permanecer aí pouco tempo. Uns três metros quadrados/vaca é suficiente. 

        Normalmente, a empresa que vende a ordenha fornece a planta baixa das instalações."
9211,"Se quiser ainda aproveitar bem este pasto, sugerimos colocar animais, assim os aniamis podeão abaixar esta pastagem pastejando e/ou depositando no solo esta matéria seca, facilitando a rebrota ou senão poderá roçar sim."
9215,"Todas as duas culturas, tanto Panicum quanto Brachiaria são excelentes no sistema ILPF ( Integração lavoura-pecuária-floresta), porém a Brachiaria leva uma vantagem sobre o Panicum. É que o Panicum por ser uma forrageira de porte allto  dificulta muito o estabelecimento quando tiver que implantá-la no sistema, pois poderá estar alto e aí terá que fazer uma roçada e nem capina quimica resolverá, o que não acontece com a Brachiaria, pois é uma cultura de pequeno porte."
9220,"Se não tivesse gradeado a área, poderia ter feito uma capina química. Entretanto poderá plantar sem problemas, pois caso apareça Brachiaria como invasora é só fazer uma capina química posteriormente. O Capim Mombaça é uma ótima variedade e vai muito bem aí na sua região.

       Sugerimos também,  pedir ajuda ao pessoal da Emater aí da sua região."
9238,"Uma boa forma para a identificação de um bom touro é avaliar as suas filhas, isto para a produção de leite. Normalmente as raças europeias tem o prepúcio (umbigão) bem pequeno e colado ao corpo, o que não acontece na raça zebuína ou indiana, sendo que o prepúcio é maior e descolado do corpo. Se for da raça Holandês, pequeno junto ao corpo e se for da raça Gir, por exemplo, grande e descolado do corpo.
      Sugerimos pedir ajuda a uim vetrinário, o qual fará um exame no animal para averiguar qual a causa do ""umbigão""."
9254,"Não existe uma receita pronta. O primeiro passo é fazer uma análise de solo e assim escolher a variedade do capim, de acordo com o resultado desta análise e existem várias espécies adaptadas ao nosso clima. Outros fatores importantes são : qual a  raça  será utilizada, quantos dias de pastejo,  clima, chuva entre outros.

       É preciso considerar que a taxa de lotação da pastagem de capim-elefante (C-E) ou capim Tanzânia, Mombaça, Tifton 85, Coast-cross etc., pode variar de 5 a 8 UA/ha  (ou  mais,  se os animais forem vacas de peso vivo ao redor de 450 Kg e produção de leite de 12 a 15 Kg/vaca/dia). Isto depende das condições do local, pois variam em função do período de descanso, tipo e fertilidade do solo, época do ano, clima, disponibilidade de água, etc. Exemplo: 5 UA/ha equivalem a 60 metros quadrados de área / animal / dia.
	Então, para se chegar à área necessária precisa multiplicar o número de UA/ha pela área para se chegar ao tamanho do piquete. Definida a taxa de lotação, é preciso definir se a utilização do piquete será de 1 ou 2 ou 3 dias e daí calcular o tamanho do piquete. Atualmente (2011) recomenda-se mais usar 1 dia de pastejo e de 26 até 30 piquetes.
Mais importante do que determinar a área do piquete é conhecer se dentro do piquete, e em outro ciclo do pastejo, existirá forragem (ponta de capim ou rebrota) suficiente para atender as necessidades de consumo de forragem de cada animal. Exemplo, vaca de 450 kg de peso vivo e produzindo 12 kg/vacas/dia de leite necessita de 100 kg de forragem verde (ponta de capim) por dia, a qual contém em torno de 15 kg de matéria seca (15% de MS).
A perda por pisoteio em pastagens de gramíneas cespitosas (que formam moitas ou touceiras) é baixa, ao redor de 5 a 10% da forragem disponível. As perdas de forragem aumentam com o aumento do período de descanso (acima de 3 dias), e daí vem a recomendação de se usar um dia de pastejo rotativo.
As perdas também são maiores nas forrageiras de porte baixo. Nestas forrageiras é possível imaginar que as perdas aumentam com o aumento no período de ocupação do piquete.
Quanto ao consumo de forragem disponível em condições de pastejo: o animal seleciona a parte mais tenra do capim (ponta do capim) e um bom índice de aproveitamento no primeiro ciclo de pastejo é de 50% de forragem disponível, mas isto depende também da altura da planta. Se for capim-elefante com mais de 1,80 cm o aproveitamento será menor.
A densidade ideal, significando taxa de lotação, vai depender do estado da forragem, o qual é função do espaçamento e da massa de forragem disponível na propriedade. Veja que uma vaca pode consumir até 100 kg/dia de forragem (rebrota ou ponta de capim), isto é que é importante para se chegar a taxa de lotação."
9258,"SOBRE VARIEDADES DE CANA PARA BOVINOS

	Onde arranjar muda de cana ou saber a variedade que mais se adapta na região ?
	Na primeira usina de açúcar ou de álcool mais próxima de sua cidade ou região. Como plantam áreas extensas, normalmente as usinas fazem ensaios de avaliação de cultivares, etc. e produzem mudas.

	E COMO PLANTAR A CANA ?

	Também recomendamos conseguir informações sobre espaçamento, época de plantio, adubação e tratos culturais nas usinas de açúcar/álcool mais próximas da sua região.
	Quantas variedades de cana devo plantar ?
	O produtor precisa plantar pelo menos duas variedades (tipos diferentes) de cana.
	Uma de maturação precoce, que permite colheita cedo, em maio e junho no Centro-Sul do Brasil. Deve ser 25 a 30% da área.
	Outra cultivar ou variedade de maturação média a tardia, que vai permitir colheita de julho até outubro/novembro no Centro-Sul do País.

	QUAIS AS PRINCIPAIS CARACTERÍSTICAS QUE A CANA DEVE APRESENTAR PARA SER UTILIZADA NA ALIMENTAÇÃO ANIMAL ?
	
1) Ser altamente produtiva.
	2) Ser doce, com alto teor de sacarose.
	3) Ser macia, com baixo teor de fibras.
	4) Apresentar boa brotação da soca.
	5) Apresentar boa resistência as principais doenças e pragas.
	6) Ser rústica.
	7) Ser resistente a acamamento /tombamento.
	8) Apresentar P.U.I. longo. Significa que a cana apresenta um período de utilização longo, podendo ser cortada por 3 a 5 meses sem cair a qualidade.
	9) Despalhar facilmente.
	10) Perfilhar bastante.
          11) Não florescer, e se possível,  despalhar facilmente. 
	O produtor também precisa fazer a sua parte, adubando corretamente, plantando na época certa, providenciando tratos culturais adequados, etc."
9265,"Na pastagem é muito difícil acabar com estes parasitas. Terá mesmo que esperar, pois sobrevivem um bom tempo na pastagem sem comida, ou seja sem hospedeiro."
9267,"Um medicamento efetivo contra verrugas é a pomada ""Papilomax', desenvolvido aqui na Embrapa Gado de Leite, em Juiz de Fora - MG. Mas tal medicamento está com a sua produção suspensa até segunda ordem, e não sabemos se essa pomada voltará a ser produzida comercialmente. Veja mais detalhes no texto abaixo.

   A Papilomatose, Verrugose ou Figueira é uma doença provocada por vírus. A transmissão da doença se dá por contato entre animais doentes ou com objetos contaminados.   

   Informamos que a Embrapa Gado de Leite desenvolveu um produto específico para tratamento da papilomatose, trata-se da Papilomax®, pomada para uso tópico. O produto  funcionava muito bem, enquanto era produzido pela Embrapa Gado de Leite. A Embrapa Gado de Leite  detém a patente, mas não pode fabricar o produto comercialmente.  Então a produção foi terceirizada para um laboratório particular, via licitação pública. Posteriormente houve problemas com o laboratório que produzia o medicamento, o contrato venceu, e há uma pendência judicial.

    No momento, não há nenhum laboratório produzindo a Papilomax. E, por hora, não há possibilidade de produzi-lo, até que seja resolvida a pendência judicial. E talvez seja necessário fazer uma nova licitação pública, para terceirizar outro laboratório a produzir e comercializar.

     No mercado existem alguns produtos para o tratamento, uns injetáveis e outros de uso tópico. Podem funcionar ou não dependendo do tipo de verruga, do produto usado, da dose aplicada e da cepa do vírus, pois o mesmo sofre muitas mutações.

    Outra forma de curar a doença era através de autovacina, mas isto foi proibido pelo MAPA (pois há risco de difundir mais a doença, caso haja problemas na sua produção).

    Como a doença é provocada por vírus e a transmissão se dá por contato, o risco de transmissão é grande. Assim, a primeira coisa a se fazer é isolar os animais doentes em um piquete separado, até eles ficarem curados, e evitando assim contatos diretos e indiretos (uso do mesmo cocho, por exemplo) entre os animais sadios e os doentes. 
    
    Entretanto, fora a Papilomax, talvez a melhor alternativa de controle seja a hemoterapia. A dificuldade é que não há informações técnicas. Sugerimos retirar 10 ml de sangue na veia do animal doente e aplicar no músculo. Repetir por 5 vezes, a intervalos de 7 dias. Isso pode funcionar, induzindo a produção de anticorpos pelo organismo do animal doente.
    
   Também, ao observar as primeiras verrugas (ou a primeira)  no animal, pode cauterizar com ferro quente. Mas é preciso inspecionar os animais quase que diariamente, especialmente os bezerros e novilhas. E pode funcionar bem desde que se aprenda a reconhecer os sinais iniciais das verrugas, que começam como se fosse uma cicatriz de berne, de cor branca acinzentado. A cauterização às vezes induz a produção de anticorpos e o animal torna-se resistente. E essa talvez seja uma boa alternativa de controle, especialmente se cauterizar no início do aparecimento das verrugas. Mas não vai funcionar se as verrugas aparecerem nas tetas das novilhas ou das vacas.

   E será preciso aprender a conviver com as verrugas, pois será muito difícil  eliminar o vírus da propriedade.
    E no caso de verrugas planas é muito difícil de se ter um controle efetivo, mesmo com o Papilomax. 

    Sugerimos procurar a assistência técnica de um Médico-veterinário aí em sua cidade ou região para auxiliá-lo."
9272,"A cultivar Mombaça foi lançada pela Embrapa Gado de Corte em 1993 e apresenta as seguintes características morfológicas: planta de crescimento cespitoso, porte médio, podendo alcançar até 1,60 m de altura. As folhas apresentam pouca pilosidade e são longas com uma largura de 3,0 cm, em média. Os colmos são de coloração arroxeada e apresentam uma alta proporção de folhas. A cultivar Mombaça exige solos férteis e com nível de saturação de base entre 30 e 45%. Quando comparada com o capim-colonião, apresenta maior potencial para produção de forragem e uma melhor distribuição dessa produção ao longo do ano."
9280,"Existem muitas espécies de gramíneas com suas respectivas variedades e todas adapatadas às  condições do nosso País. Não existe uma receita pronta para ver qual o melhor pasto  e sim qual o tipo de manejo iremos aplicar nesta pastegem. 
     Vai depender da proposta do produtor, de acordo com o gado, manejo, clima, solo,  etc. 

      Pelo menos quatro espécies ou variedades de gramíneas para pastejo, as quais são as mais ulizadas para pastejo, que são : Elefante, Brachiária, Panicum e Cynodon."
9284,"Normalmente o manejo mais correto de uma vaca de leite Holandês é produzir leite durante dez (10) meses e descansar dois (2) meses, durante o ano. A idade de produção da vaca de leite vai depender do manejo de cada propriedade. 
     Algumas perguntas sobre idade das vacas de leite:

      1)  Depois de quantas lactações a vaca deve ser descartada?

 A recomendação técnica é  descartar após a terceira ou a quarta cria. Assim, a
 vaca entrará no mercado como vaca de leite, com um maior preço de venda.
 E é preciso ressaltar que a produção de leite aumenta da primeira até a
 quinta cria.


 2)  Por que se faz o descarte?

- Para melhorar geneticamente o rebanho. E o descarte é uma maneira de se fazer seleção. Isso é mais importante nas fazendas em que o produtor adota inseminação artificial, pois aí ele usa sêmen de touros selecionados. Assim são boas as possibilidades de as filhas serem mais produtivas do que as mães.
 - Para eliminar animais indesejáveis do rebanho.
 - Para manter estável o rebanho, em função da produção de alimentos e das instalações da fazenda. 
 - Para manter o rebanho mais jovem. Vacas novas têm menos problemas de
 doenças, como úbere caído, ligamento de úbere fraco, mamite, etc.
 - Também para poder aumentar a renda da fazenda.


 3)  Quais são os critérios para o descarte?

 - Idade da vaca;
 - número de partos; 
 - baixa produtividade leiteira; 
 - baixa  persistência de lactação; 
 - animais com problemas reprodutivos; 
 - ocorrência de mamite; 
 - vacas com doenças diversas (cascos, aprumos, vaca com alta sensibilidade aos carrapatos, etc.);
 -Também pode descartar por motivos de vacas com defeitos (que arrombam as cercas (vacas ladronas), vaca mamando nela mesma, vaca brava, vaca que não desce o leite sem a presença do bezerro (isso é um grave problema nos produtores que ordenha mecânica)), etc.


 4)  O que afeta a qualidade do leite depois de tantas lactações?

 - Principalmente a ocorrência de mastite. Aí a CCS aumenta.
 E em vacas com maior número de partos a CCS é sempre maior.
 E defeitos de úbere, como úbere distendido, ligamentos fracos,
 em que as tetas ficam mais próximas ao solo, facilitando a entrada de
 germes e de bactérias, o que pode causar mamite.

 5)  Por que no Brasil os produtores utilizam as vacas por mais tempo que
 na Europa e América do Norte?

 - Basicamente por falta de conhecimento e deficiência de assistência
 técnica.  Ou seja: pela falta de informação.
 - Mas a maioria dos produtores hesita em descartar as vacas mais produtivas
 do rebanho.
 - E há casos em que o produtor tem verdadeiro ""amor"" pelas suas vacas e as
 deixam na fazenda  por mais tempo.

     Portanto, depende de cada propriedae e de cada produtor."
9285,"Algum fator deve ter interferido no processo de ensilagem, por isso o mofo da silagem."
9289,"De modo geral, a Somatropina é usada em vacas em lactação, após a vaca já ter sido emprenhada. Não se usa em bezerras. Aumenta  aprodução de leite em 3 a 4 litros/vaca/dia . Veja mais detalhes no texto abaixo. 

          A somatropina (BST) é um dos vários hormônios produzidos pela glândula Pituitária (também conhecida como Hipófise), que está localizada na base do cérebro em bovinos. Antes de 1950 já se sabia que a somatropina bovina possuía efeito galactopoiético, quando então os ingleses pensaram na sua utilização para aumentar a produção de leite, o que não foi possível devido à pequena produção natural (pois o hormônio era extraído das glândulas de bovinos abatidos).
	
	A partir dos anos 1970, a estrutura da molécula desse hormônio  foi manipulada através da técnica de DNA recombinante. No início dos anos 80, culturas de Encherichia coli foram modificadas biologicamente quando receberam o gene responsável pela produção de somatropina (agora chamada de rBST); essa, então, passou a ser produzida em laboratório, tornando seu uso economicamente viável.

	O rBST aplicado em vacas em lactação provoca o aumento médio de 20% na produção de leite, com variações de 10 até 40%, dependendo da reação individual de animal. A variação nas vacas ocorre em função da dose aplicada, modo de administração, qualidade da dieta, estágio da lactação, potencial genético, sanidade, etc.

	A ação da somatropina (rBST) envolve diversos arranjos no metabolismo do tecido animal, de modo a liberar maior quantidade de nutrientes para a síntese do leite. Isso causa uma pequena elevação no consumo dos alimentos. Ou seja, o rBST estimula a síntese (produção) de leite, pois disponibiliza mais aminoácidos e glicose (energia) para a glândula mamária, aumentando portanto, a eficiência biológica dessa e, consequentemente, aumentando a produção do leite.

	O rBST exógeno não é armazenado no corpo do bovino, pois é retirado rapidamente da corrente sanguínea pelos mecanismos da fisiologia do animal. Assim, para que os níveis da produção de leite sejam mantidos, a somatropina exógena deve estar sempre presente no sangue da vaca. Para que os níveis de produção de leite sejam mantidos é necessário aplicar pequenas doses diariamente, ou aplicar uma dose maior em intervalos de 2 a 4 semanas, mas neste caso a formulação deve ser apropriada para se ter uma liberação lenta do produto no organismo da vaca. Por sua natureza protéica, este hormônio deve ser injetado por via subcutânea e não fornecido via oral, pois o trato digestivo secreta enzimas que digerem os aminoácidos, os quais são absorvidos como aminoácidos comuns como os de qualquer outra proteína. Este é um dos motivos pelo qual não há efeito prejudicial do rBST à saúde humana.

	A utilização do rBST em vacas em lactação deve ser feita a partir dos 90  a 100 dias de lactação, até 60 dias antes de a vaca secar, pois as respostas variam com o estágio da lactação. E antes do pico de produção (que ocorre entre 50 e 60 dias pós parto) a resposta ao uso da somatropina é muito pequena, pois nessa fase inicial a vaca já estaria condicionada fisiologicamente para expressar todo seu potencial genético, o que  depende de vários fatores como sanidade, qualidade e quantidade de volumoso, nível de alimentação ( qualidade da dieta) , conforto, manejo, etc."
